보안등위치명,설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
신방동009,1,,충청남도 천안시 동남구 신방동 251-2,36.76758194,127.1309982,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동010,1,,충청남도 천안시 동남구 신방동 258-2,36.76765516,127.1317786,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동011,1,,충청남도 천안시 동남구 신방동 258-6,36.7679933255,127.1319393255,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동012,1,,충청남도 천안시 동남구 신방동 251-4,36.76789709,127.1307526,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동013,1,,충청남도 천안시 동남구 신방동 294-1,36.76781816,127.1299297,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동014,1,,충청남도 천안시 동남구 신방동 534-1,36.76829476,127.1290129,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동015,1,,충청남도 천안시 동남구 신방동 537,36.76808087,127.1287315,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동016,1,,충청남도 천안시 동남구 신방동 538-17,36.76790237,127.1280038,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동017,1,,충청남도 천안시 동남구 신방동 539,36.76822281,127.1278043,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동018,1,,충청남도 천안시 동남구 신방동 539,36.76824209,127.1278043,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동019,1,,충청남도 천안시 동남구 신방동 538-6,36.76766551,127.1273445,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동020,1,,충청남도 천안시 동남구 신방동 570,36.76740052,127.1260773,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동021,1,,충청남도 천안시 동남구 신방동 566,36.76815472,127.1265142,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동022,1,,충청남도 천안시 동남구 신방동 568-5,36.76761627,127.1248669,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동023,1,,충청남도 천안시 동남구 신방동 588-10,36.76763872,127.123491,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동024,1,,충청남도 천안시 동남구 신방동 588-12,36.76696043,127.1236493,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동025,1,,충청남도 천안시 동남구 신방동 588-11,36.7667592000,127.1232072000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동026,1,,충청남도 천안시 동남구 신방동 587-2,36.76738903,127.1219458,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동027,1,,충청남도 천안시 동남구 신방동 588-7,36.76706584,127.1225118,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동028,1,,충청남도 천안시 동남구 신방동 579-14,36.76722624,127.1209247,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동029,1,,충청남도 천안시 동남구 신방동 579-5,36.76690132,127.1207076,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동030,1,,충청남도 천안시 동남구 신방동 579-4,36.76715088,127.1195395,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동031,1,,충청남도 천안시 동남구 신방동 579-4,36.76713897,127.1195395,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동032,1,,충청남도 천안시 동남구 신방동 579-1,36.7673836200,127.1193715000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동033,1,,충청남도 천안시 동남구 신방동 580-1,36.76770839,127.1190889,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동034,1,,충청남도 천안시 동남구 신방동 600,36.77328943,127.1211489,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동035,1,,충청남도 천안시 동남구 신방동 627-12,36.77390638,127.1220912,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동036,1,,충청남도 천안시 동남구 신방동 627-8,36.77408121,127.1224245,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동037,1,,충청남도 천안시 동남구 신방동 627-14,36.77366027,127.1223754,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동038,1,,충청남도 천안시 동남구 신방동 607,36.77347187,127.1224341,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동039,1,,충청남도 천안시 동남구 신방동 446-4,36.77353466,127.1235419,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동040,1,,충청남도 천안시 동남구 신방동 612-3,36.77381618,127.1232261,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동041,1,,충청남도 천안시 동남구 신방동 612-5,36.77377314,127.1231232,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동042,1,,충청남도 천안시 동남구 신방동 613-3,36.7739384,127.1230315,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동043,1,,충청남도 천안시 동남구 신방동 616-6,36.77415234,127.1232776,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동044,1,,충청남도 천안시 동남구 신방동 616-6,36.77419281,127.1232776,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동045,1,,충청남도 천안시 동남구 신방동 616-9,36.77425048,127.1238446,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동046,1,,충청남도 천안시 동남구 신방동 618-1,36.77442044,127.1237755,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동047,1,,충청남도 천안시 동남구 신방동 616-2,36.77434531,127.1241027,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동048,1,,충청남도 천안시 동남구 신방동 446-1,36.77338409,127.1233247,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동049,1,,충청남도 천안시 동남구 신방동 504-13,36.77340548,127.1248811,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동050,1,,충청남도 천안시 동남구 신방동 449-3,36.77452332,127.1246796,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동051,1,,충청남도 천안시 동남구 신방동 445-1,36.77498375,127.1244499790,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동052,1,,충청남도 천안시 동남구 신방동 449-7,36.77467382,127.1249593,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동053,1,,충청남도 천안시 동남구 신방동 452-1,36.7755165505,127.1250229,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동054,1,,충청남도 천안시 동남구 신방동 452-2,36.77561178,127.1249251,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동055,1,,충청남도 천안시 동남구 신방동 442-1,36.775846,127.1248444,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동056,1,,충청남도 천안시 동남구 신방동 460,36.77658661,127.1259652,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동057,1,,충청남도 천안시 동남구 신방동 525-1,36.77004501,127.1290911,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동058,1,,충청남도 천안시 동남구 신방동 530-3,36.76972175,127.1285314,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동059,1,,충청남도 천안시 동남구 신방동 524-1,36.76993342,127.128207,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동060,1,,충청남도 천안시 동남구 신방동 298-1,36.76936195,127.1299219,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동061,1,,충청남도 천안시 동남구 신방동 529-2,36.76964858,127.129117,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동062,1,,충청남도 천안시 동남구 신방동 532-1,36.76912485,127.1289532,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동063,1,,충청남도 천안시 동남구 신방동 543-17,36.7692732,127.1284067,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동064,1,,충청남도 천안시 동남구 신방동 540-1,36.76905642,127.128354,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동065,1,,충청남도 천안시 동남구 신방동 537-1,36.76859668,127.1283069,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동066,1,,충청남도 천안시 동남구 신방동 2158,36.76909309,127.1315919,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동067,1,,충청남도 천안시 동남구 신방동 1992,36.76905027,127.131778,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동068,1,,충청남도 천안시 동남구 신방동 437-1,36.77760922,127.1254094,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동069,1,,충청남도 천안시 동남구 신방동 433-1,36.77830124,127.1249678,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동070,1,,충청남도 천안시 동남구 신방동 622-2,36.7780711400,127.1248040000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동071,1,,충청남도 천안시 동남구 신방동 622-16,36.77827361,127.123867,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동072,1,,충청남도 천안시 동남구 신방동 685-7,36.77861151,127.1237063,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동073,1,,충청남도 천안시 동남구 신방동 686-1,36.77871824,127.1227991,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동074,1,,충청남도 천안시 동남구 신방동 686-1,36.77871824,127.1227991,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동075,1,,충청남도 천안시 동남구 신방동 684-2,36.77816594,127.1227947,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동076,1,,충청남도 천안시 동남구 신방동 675-3,36.77861221,127.1223492,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동077,1,,충청남도 천안시 동남구 신방동 685-20,36.77844657,127.1219978,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동078,1,,충청남도 천안시 동남구 신방동 622-9,36.77802277,127.1223863,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동079,1,,충청남도 천안시 동남구 신방동 622-12,36.77800492,127.1220082,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동080,1,,충청남도 천안시 동남구 신방동 682,36.77781772,127.1214352,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동081,1,,충청남도 천안시 동남구 신방동 676-1,36.7787268900,127.1219292000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동082,1,,충청남도 천안시 동남구 신방동 676-1,36.7787268900,127.1219292000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동083,1,,충청남도 천안시 동남구 신방동 676-1,36.7787268900,127.1219292000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동084,1,,충청남도 천안시 동남구 신방동 676-1,36.7787268900,127.1219292000,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동085,1,,충청남도 천안시 동남구 신방동 659,36.77874165,127.1203485,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동086,1,,충청남도 천안시 동남구 신방동 678-1,36.77874165,127.1203485,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동087,1,,충청남도 천안시 동남구 신방동 647-2,36.77896881,127.1188122,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동088,1,,충청남도 천안시 동남구 신방동 644,36.77923992,127.1178779,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동089,1,,충청남도 천안시 동남구 신방동 673-1,36.77903353,127.1217596,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동090,1,,충청남도 천안시 동남구 신방동 673-1,36.77903353,127.1217596,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동091,1,,충청남도 천안시 동남구 신방동 431-3,36.7787058,127.1252046,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동092,1,,충청남도 천안시 동남구 신방동 429-11,36.77911916,127.1250391,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동093,1,,충청남도 천안시 동남구 신방동 426,36.7800395,127.1255072,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동094,1,,충청남도 천안시 동남구 신방동 420-6,36.7805747,127.1245817,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동095,1,,충청남도 천안시 동남구 신방동 419-22,36.7809404435,127.1244917221,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동096,1,,충청남도 천안시 동남구 신방동 150-29,36.78169403,127.124327,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동097,1,,충청남도 천안시 동남구 신방동 150-33,36.78160779,127.1238669,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동098,1,,충청남도 천안시 동남구 신방동 696-2,36.78143512,127.1233274,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동099,1,,충청남도 천안시 동남구 신방동 150-36,36.78170798,127.1246603,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동100,1,,충청남도 천안시 동남구 신방동 150-20,36.781549,127.1255077,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동101,1,,충청남도 천안시 동남구 신방동 151-16,36.78129195,127.1267547,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동102,1,,충청남도 천안시 동남구 신방동 417-1,36.78070916,127.1289186,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동103,1,,충청남도 천안시 동남구 신방동 417-1,36.78070916,127.1289186,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동104,1,,충청남도 천안시 동남구 신방동 1968,36.76893709,127.1330176,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동105,1,,충청남도 천안시 동남구 신방동 2003,36.76886132,127.1324334,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동106,1,,충청남도 천안시 동남구 신방동 1990,36.76845932,127.1323184,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동107,1,,충청남도 천안시 동남구 신방동 1991,36.76857052,127.1318588,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동108,1,,충청남도 천안시 동남구 신방동 1998-1,36.76883705,127.1318109,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동109,1,,충청남도 천안시 동남구 신방동 1998,36.76897812,127.1316557,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동110,1,,충청남도 천안시 동남구 신방동 2011,36.76913834,127.1314185,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동111,1,,충청남도 천안시 동남구 신방동 2013,36.76928041,127.1312305,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동112,1,,충청남도 천안시 동남구 신방동 2018,36.76942825,127.130814,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동113,1,,충청남도 천안시 동남구 신방동 2005,36.76954395,127.1315107,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동114,1,,충청남도 천안시 동남구 신방동 2007,36.76941868,127.1316844,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동115,1,,충청남도 천안시 동남구 신방동 1992,36.76908875,127.131778,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동116,1,,충청남도 천안시 동남구 신방동 1984,36.76910859,127.1325123,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동117,1,,충청남도 천안시 동남구 신방동 1987,36.76941332,127.1328579,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동118,1,,충청남도 천안시 동남구 신방동 1979,36.76954068,127.1329964,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동119,1,,충청남도 천안시 동남구 신방동 1950,36.77026003,127.132442,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동120,1,,충청남도 천안시 동남구 신방동 2040,36.77014069,127.130092,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동121,1,,충청남도 천안시 동남구 신방동 2042-1,36.77036096,127.1298202,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동122,1,,충청남도 천안시 동남구 신방동 2044,36.77058501,127.1295242,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동123,1,,충청남도 천안시 동남구 신방동 2045,36.77092905,127.1295467,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동124,1,,충청남도 천안시 동남구 신방동 2030,36.77085547,127.1298378,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동125,1,,충청남도 천안시 동남구 신방동 2030-1,36.77074943,127.1299818,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동126,1,,충청남도 천안시 동남구 신방동 2034,36.77041631,127.1303787,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동127,1,,충청남도 천안시 동남구 신방동 2034,36.77041631,127.1303799,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동128,1,,충청남도 천안시 동남구 신방동 2164,36.77097702,127.1309268,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동129,1,,충청남도 천안시 동남구 신방동 1354,36.77124786,127.1287693,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동130,1,,충청남도 천안시 동남구 신방동 1356,36.7713755,127.1284779,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동131,1,,충청남도 천안시 동남구 신방동 1346,36.77168557,127.128099,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동132,1,,충청남도 천안시 동남구 신방동 1338,36.7718008,127.1275964,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동133,1,,충청남도 천안시 동남구 신방동 1336,36.77219209,127.1273458,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동134,1,,충청남도 천안시 동남구 신방동 1361,36.77179703,127.1286097,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동135,1,,충청남도 천안시 동남구 신방동 1363,36.77164525,127.1288029,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동136,1,,충청남도 천안시 동남구 신방동 1397,36.77198707,127.1297722,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동137,1,,충청남도 천안시 동남구 신방동 1429,36.77217709,127.1298989,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동138,1,,충청남도 천안시 동남구 신방동 1432,36.77245464,127.1295497,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동139,1,,충청남도 천안시 동남구 신방동 1421,36.77303307,127.1287931,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동140,1,,충청남도 천안시 동남구 신방동 1404,36.77289935,127.1282091,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동141,1,,충청남도 천안시 동남구 신방동 1392,36.77260937,127.1287858,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동142,1,,충청남도 천안시 동남구 신방동 1402,36.77228358,127.1291586,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동143,1,,충청남도 천안시 동남구 신방동 1330,36.77274704,127.126328,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동144,1,,충청남도 천안시 동남구 신방동 1320,36.77282645,127.1266041,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동145,1,,충청남도 천안시 동남구 신방동 1317,36.77299579,127.1263349,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동146,1,,충청남도 천안시 동남구 신방동 1323,36.77317849,127.1261268,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동147,1,,충청남도 천안시 동남구 신방동 1313,36.77362442,127.1257641,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동148,1,,충청남도 천안시 동남구 신방동 1303,36.77362067,127.1262037,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동149,1,,충청남도 천안시 동남구 신방동 1314,36.77345191,127.1260243,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동150,1,,충청남도 천안시 동남구 신방동 1315,36.77327919,127.1262482,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동151,1,,충청남도 천안시 동남구 신방동 1309,36.77305875,127.1269535,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동152,1,,충청남도 천안시 동남구 신방동 1280-1,36.77322769,127.1270847,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동153,1,,충청남도 천안시 동남구 신방동 1282,36.77339536,127.1269091,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동154,1,,충청남도 천안시 동남구 신방동 1306,36.77331263,127.1265778,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동155,1,,충청남도 천안시 동남구 신방동 1273,36.77368253,127.1265938,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동156,1,,충청남도 천안시 동남구 신방동 1268,36.77410421,127.1269655,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동157,1,,충청남도 천안시 동남구 신방동 1284,36.77362278,127.1271909,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동158,1,,충청남도 천안시 동남구 신방동 1282,36.77339536,127.1269091,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동159,1,,충청남도 천안시 동남구 신방동 1278,36.77353956,127.1275706,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동160,1,,충청남도 천안시 동남구 신방동 1292,36.77375185,127.1278489,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동161,1,,충청남도 천안시 동남구 신방동 1278,36.77353956,127.1275706,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동162,1,,충청남도 천안시 동남구 신방동 2073,36.775383,127.1279217,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동163,1,,충청남도 천안시 동남구 신방동 1217,36.77529661,127.1281022,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동164,1,,충청남도 천안시 동남구 신방동 1162,36.77610247,127.1282803,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동165,1,,충청남도 천안시 동남구 신방동 1193,36.7753561,127.1293393,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동166,1,,충청남도 천안시 동남구 신방동 2076,36.77532246,127.1301551,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동167,1,,충청남도 천안시 동남구 신방동 1244,36.77454386,127.1290638,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동168,1,,충청남도 천안시 동남구 신방동 1229,36.77454787,127.128629,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동169,1,,충청남도 천안시 동남구 신방동 1232,36.77453612,127.1283269,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동170,1,,충청남도 천안시 동남구 신방동 1493,36.77396355,127.1298013,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동171,1,,충청남도 천안시 동남구 신방동 1491,36.7737579,127.130066,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동172,1,,충청남도 천안시 동남구 신방동 2102,36.77326302,127.1301435,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동173,1,,충청남도 천안시 동남구 신방동 1470,36.77287674,127.1311573,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동174,1,,충청남도 천안시 동남구 신방동 1466,36.77287847,127.1305038,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동175,1,,충청남도 천안시 동남구 신방동 2099,36.77339323,127.1296105,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동176,1,,충청남도 천안시 동남구 신방동 1446,36.77310507,127.1297998,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동177,1,,충청남도 천안시 동남구 신방동 1458,36.77344156,127.1297738,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동178,1,,충청남도 천안시 동남구 신방동 1460,36.77365435,127.1294974,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동179,1,,충청남도 천안시 동남구 신방동 1104,36.7765311,127.1286384,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동180,1,,충청남도 천안시 동남구 신방동 2069,36.77695402,127.1286662,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동181,1,,충청남도 천안시 동남구 신방동 1106,36.77729402,127.1288605,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동182,1,,충청남도 천안시 동남구 신방동 1096,36.77751675,127.1288843,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동183,1,,충청남도 천안시 동남구 신방동 1096,36.77751675,127.1288843,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동184,1,,충청남도 천안시 동남구 신방동 1044,36.77799165,127.1286205,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동185,1,,충청남도 천안시 동남구 신방동 1089,36.77789567,127.1291258,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동186,1,,충청남도 천안시 동남구 신방동 2059,36.77848592,127.128791,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동187,1,,충청남도 천안시 동남구 신방동 1054,36.7782795,127.1294213,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동188,1,,충청남도 천안시 동남구 신방동 1078,36.77794585,127.1302985,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동189,1,,충청남도 천안시 동남구 신방동 1062-1,36.77807573,127.1307663,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동190,1,,충청남도 천안시 동남구 신방동 1080,36.77770495,127.1304873,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동191,1,,충청남도 천안시 동남구 신방동 1082,36.77778746,127.1300201,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동192,1,,충청남도 천안시 동남구 신방동 2065,36.77700769,127.1306203,2023,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동193,1,,충청남도 천안시 동남구 신방동 1118,36.77691008,127.1302457,2023,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동194,1,,충청남도 천안시 동남구 신방동 1069,36.77699987,127.1310665,2023,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
신방동195,1,,충청남도 천안시 동남구 신방동 1151,36.77653336,127.1309502,,,041-521-4441,충청남도 천안시 동남구청 건설과,2024-07-31
